category,method,path,base_url,summary,tags,deprecated,official_docs
partner-api,POST,/v2/campaigns/{campaignId}/offer-prices/updates,https://api.partner.market.yandex.ru,Установка цен на товары в конкретном магазине,prices; fby; fbs; dbs; express; laas,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/offers,https://api.partner.market.yandex.ru,"Информация о товарах, которые размещены в заданном магазине",offers; dbs; fby; fbs; express; laas,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/offers/delete,https://api.partner.market.yandex.ru,Удаление товаров из ассортимента магазина,offers; dbs; fby; fbs; express; laas,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/offers/stocks,https://api.partner.market.yandex.ru,Информация об остатках и оборачиваемости,stocks; fby; fbs; dbs; express; laas,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/offers/stocks,https://api.partner.market.yandex.ru,Передача информации об остатках,stocks; fbs; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/offers/update,https://api.partner.market.yandex.ru,Изменение условий продажи товаров в магазине,offers; dbs; fby; fbs; express; laas,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders,https://api.partner.market.yandex.ru,Информация о заказах в магазине,orders; fbs; dbs; fby; express; laas,True,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/status-update,https://api.partner.market.yandex.ru,Изменение статусов нескольких заказов,orders; fbs; dbs; laas; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId},https://api.partner.market.yandex.ru,Информация об одном заказе в магазине,orders; fby; fbs; dbs; express; laas,True,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/boxes,https://api.partner.market.yandex.ru,Подготовка заказа,orders; fbs; express; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/business-buyer,https://api.partner.market.yandex.ru,Информация о покупателе — юридическом лице,order-business-information; fbs; fby; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId}/buyer,https://api.partner.market.yandex.ru,Информация о покупателе — физическом лице,order-delivery; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/cancellation/accept,https://api.partner.market.yandex.ru,Отмена заказа покупателем,orders; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/deliverDigitalGoods,https://api.partner.market.yandex.ru,Передача ключей цифровых товаров,orders; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/delivery/date,https://api.partner.market.yandex.ru,Изменение даты доставки заказа,order-delivery; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId}/delivery/labels,https://api.partner.market.yandex.ru,Готовые ярлыки‑наклейки на все коробки в одном заказе,order-labels; fbs; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId}/delivery/labels/data,https://api.partner.market.yandex.ru,Данные для самостоятельного изготовления ярлыков,order-labels; fbs; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/delivery/shipments/{shipmentId}/boxes,https://api.partner.market.yandex.ru,Передача количества грузовых мест в заказе,orders; dbs,True,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId}/delivery/shipments/{shipmentId}/boxes/{boxId}/label,https://api.partner.market.yandex.ru,Готовый ярлык‑наклейка для коробки в заказе,order-labels; fbs; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/delivery/storage-limit,https://api.partner.market.yandex.ru,Продление срока хранения заказа,order-delivery; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/delivery/track,https://api.partner.market.yandex.ru,Передача трек‑номера посылки,order-delivery; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/documents,https://api.partner.market.yandex.ru,Информация о документах,order-business-information; fbs; fby; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/external-id,https://api.partner.market.yandex.ru,Передача внешнего идентификатора заказа,orders; fbs; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/identifiers,https://api.partner.market.yandex.ru,Передача кодов маркировки единиц товара,orders; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/identifiers/status,https://api.partner.market.yandex.ru,Статусы проверки кодов маркировки,orders; fbs; express; laas,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/items,https://api.partner.market.yandex.ru,Удаление товаров из заказа или уменьшение их числа,orders; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId}/returns/{returnId},https://api.partner.market.yandex.ru,Информация о невыкупе или возврате,returns; fbs; dbs; express; fby; laas,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId}/returns/{returnId}/application,https://api.partner.market.yandex.ru,Получение заявления на возврат,returns; fbs; fby; dbs; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/returns/{returnId}/decision,https://api.partner.market.yandex.ru,Принятие или изменение решения по возврату,returns; dbs,True,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/orders/{orderId}/returns/{returnId}/decision/submit,https://api.partner.market.yandex.ru,Передача решения по возврату,returns; dbs; fbs; express; fby,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/orders/{orderId}/returns/{returnId}/decision/{itemId}/image/{imageHash},https://api.partner.market.yandex.ru,Получение фотографий товаров в возврате,returns; fbs; dbs; express; fby,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/status,https://api.partner.market.yandex.ru,Изменение статуса одного заказа,orders; fbs; dbs; laas; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/orders/{orderId}/verifyEac,https://api.partner.market.yandex.ru,Передача кода подтверждения,order-delivery; express,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/outlets,https://api.partner.market.yandex.ru,Информация о нескольких точках продаж,outlets; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/outlets,https://api.partner.market.yandex.ru,Создание точки продаж,outlets; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,DELETE,/v2/campaigns/{campaignId}/outlets/licenses,https://api.partner.market.yandex.ru,Удаление лицензий для точек продаж,outlet-licenses; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/outlets/licenses,https://api.partner.market.yandex.ru,Информация о лицензиях для точек продаж,outlet-licenses; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,POST,/v2/campaigns/{campaignId}/outlets/licenses,https://api.partner.market.yandex.ru,Создание и изменение лицензий для точек продаж,outlet-licenses; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,DELETE,/v2/campaigns/{campaignId}/outlets/{outletId},https://api.partner.market.yandex.ru,Удаление точки продаж,outlets; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,GET,/v2/campaigns/{campaignId}/outlets/{outletId},https://api.partner.market.yandex.ru,Информация об одной точке продаж,outlets; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
partner-api,PUT,/v2/campaigns/{campaignId}/outlets/{outletId},https://api.partner.market.yandex.ru,Изменение информации о точке продаж,outlets; dbs,False,https://yandex.ru/dev/market/partner-api/doc/ru/
